0.724,0.8
0.722,2.4
0.720,4.0
0.723,5.6
0.722,7.2
0.720,8.8
0.720,10.4
0.719,12.0
0.720,13.6
0.717,15.2
0.721,16.8
0.721,18.4
0.717,20.0
0.717,21.6
0.704,23.2
0.717,24.8
0.696,26.4
0.689,28.0
0.661,29.6
0.635,31.2
0.623,32.8
0.628,34.4
0.462,36.0
0.700,37.6
0.700,39.2
0.700,40.8
0.700,42.4
0.509,44.0
