-96.119,33.662,173.25,0.68112,0.02185,-0.13204,0.71983,-0.015982,-0.015883,-0.0010967,0.99975,-0.010624,-0.015332,-0.001106,0.99983,-0.0118,-0.07196,0.0027058,0.99733,-0.0061775,-0.0015395,0.015248,0.99986,-0.028909,-0.018735,0.034832,0.9988,0.098552,0.043385,0.31817,0.9419,-0.094093,0.16242,-0.020019,0.98202,-0.20466,0.45463,-0.027767,0.8664,-1.60E-16,-2.00E-16,-0.62813,0.77811,-0.091661,-0.024953,0.20842,0.97342,0,0,0,1,0,0,0,1,-0.22217,-0.034903,-0.042152,0.97347,-0.081659,-0.59062,-0.01747,0.80262,5.64E-17,4.88E-17,0.20687,0.97837,-0.0917,-0.032687,-0.14945,0.98396,0,0,0,1,0,0,0,1,-0.16117,-0.02687,-0.071654,0.98396,-0.34031,3.26E-17,-1.18E-17,0.94031,0.036533,-0.035242,-0.11127,0.99249,0.23799,5.06E-17,2.67E-17,0.97127,0.24304,0.038594,-0.0042782,0.96924,-0.14669,1.07E-16,-1.28E-16,0.98918,0.023754,-0.22601,0.06377,0.97174,0.021164,4.82E-17,1.84E-17,0.99978
-95.885,33.599,173.85,0.68118,0.027409,-0.13411,0.71921,-0.017386,-0.019119,-0.0015145,0.99966,-0.011575,-0.017569,-0.0014081,0.99978,-0.0107,-0.074589,0.0028932,0.99715,-0.005731,-0.0013827,0.01542,0.99986,-0.029343,-0.014253,0.037913,0.99875,0.097817,0.045048,0.31661,0.94242,-0.093804,0.16687,-0.018642,0.98133,-0.20788,0.45351,-0.027098,0.86624,6.87E-17,-8.72E-17,-0.61922,0.78521,-0.088614,-0.024316,0.20791,0.97382,0,0,0,1,0,0,0,1,-0.21902,-0.033108,-0.040446,0.97432,-0.081073,-0.58733,-0.017073,0.80509,4.47E-17,-3.20E-17,0.20644,0.97846,-0.090146,-0.025193,-0.14705,0.98469,0,0,0,1,0,0,0,1,-0.14586,-0.035793,-0.063999,0.98658,-0.37701,4.10E-17,-4.66E-17,0.92621,0.013794,-0.027209,-0.11386,0.99303,0.22954,3.66E-17,-3.42E-17,0.9733,0.24471,0.033677,-0.0031457,0.96901,-0.16695,7.03E-17,-1.67E-16,0.98597,0.017131,-0.23744,0.063513,0.96917,0.029787,1.74E-17,1.96E-17,0.99956
-95.654,33.544,174.45,0.68226,0.032039,-0.13723,0.7174,-0.019266,-0.021664,-0.0016823,0.99958,-0.012445,-0.020009,-0.001676,0.99972,-0.010703,-0.07724,0.0042061,0.99695,-0.0056679,-0.0017017,0.015823,0.99986,-0.029697,-0.010529,0.040694,0.99867,0.09661,0.046604,0.31568,0.94278,-0.09277,0.16898,-0.019368,0.98105,-0.21062,0.45619,-0.025307,0.86423,-2.02E-16,-3.30E-16,-0.60921,0.79301,-0.08702,-0.024246,0.20794,0.97396,0,0,0,1,0,0,0,1,-0.21754,-0.029471,-0.037321,0.97489,-0.077315,-0.5856,-0.016224,0.80674,4.22E-17,-1.86E-17,0.20587,0.97858,-0.085862,-0.019427,-0.1441,0.98564,0,0,0,1,0,0,0,1,-0.13078,-0.042777,-0.058468,0.98876,-0.41397,5.46E-17,3.62E-17,0.91029,-0.0086991,-0.018122,-0.11175,0.99353,0.20492,1.32E-16,4.88E-17,0.97878,0.24318,0.027951,0.0011094,0.96958,-0.18416,5.29E-17,-1.51E-16,0.9829,0.014158,-0.25405,0.055955,0.96547,0.02851,1.65E-17,1.96E-17,0.99959
-95.443,33.503,175.06,0.68394,0.036713,-0.14004,0.71503,-0.020992,-0.024747,-0.0014607,0.99947,-0.013227,-0.021842,-0.0018893,0.99967,-0.012042,-0.079684,0.0053976,0.99673,-0.0058359,-0.0019073,0.016188,0.99985,-0.029738,-0.0069032,0.043473,0.99859,0.097424,0.046967,0.31622,0.9425,-0.0929,0.16936,-0.020988,0.98094,-0.21034,0.46113,-0.024569,0.86169,-2.06E-16,-1.88E-16,-0.5975,0.80187,-0.08707,-0.023647,0.20704,0.97416,0,0,0,1,0,0,0,1,-0.21668,-0.025335,-0.033895,0.97532,-0.074831,-0.5843,-0.013651,0.80797,4.77E-17,7.62E-18,0.20741,0.97825,-0.083642,-0.013187,-0.14195,0.98625,0,0,0,1,0,0,0,1,-0.1154,-0.048249,-0.055363,0.9906,-0.45018,6.09E-18,-3.42E-17,0.89294,-0.029221,-0.0081106,-0.10714,0.99378,0.16702,9.14E-17,-4.08E-17,0.98595,0.23969,0.02243,0.0038202,0.97058,-0.19861,5.87E-17,-1.82E-16,0.98008,0.0086424,-0.25955,0.050368,0.96438,0.02953,2.71E-17,2.51E-17,0.99956
-95.247,33.493,175.63,0.6845,0.041848,-0.14361,0.7135,-0.022202,-0.029477,-0.00051715,0.99932,-0.013462,-0.02305,-0.0019961,0.99964,-0.013886,-0.081861,0.0062687,0.99653,-0.006038,-0.0022542,0.016584,0.99984,-0.030198,-0.0039514,0.045234,0.99851,0.097155,0.048103,0.31403,0.9432,-0.091926,0.1707,-0.023224,0.98075,-0.21022,0.46535,-0.02325,0.85949,-1.73E-16,-3.30E-16,-0.58486,0.81113,-0.086875,-0.024392,0.2047,0.97466,0,0,0,1,0,0,0,1,-0.21489,-0.021805,-0.030436,0.97592,-0.070275,-0.58247,-0.011075,0.80973,3.12E-17,4.66E-17,0.20751,0.97823,-0.078334,-0.0083778,-0.13938,0.9871,0,0,0,1,0,0,0,1,-0.097054,-0.054677,-0.053492,0.99234,-0.48577,7.85E-17,1.99E-17,0.87409,-0.044543,0.0047862,-0.10518,0.99344,0.10688,8.54E-17,-1.52E-17,0.99427,0.23809,0.015155,0.0028882,0.97112,-0.21345,4.98E-17,-1.46E-16,0.97695,0.006211,-0.25026,0.053008,0.96671,0.019175,-4.70E-18,1.90E-17,0.99982
-95.063,33.498,176.18,0.68483,0.047496,-0.14709,0.71212,-0.023808,-0.034488,0.00047913,0.99912,-0.013387,-0.024037,-0.0020851,0.99962,-0.015285,-0.084017,0.0068894,0.99632,-0.0064512,-0.0026235,0.016747,0.99984,-0.031345,-0.0012542,0.047381,0.99838,0.10048,0.048941,0.31353,0.94298,-0.090453,0.17156,-0.02483,0.9807,-0.21024,0.47036,-0.021698,0.85679,-1.28E-16,-1.57E-16,-0.57184,0.82036,-0.088382,-0.023359,0.20568,0.97434,0,0,0,1,0,0,0,1,-0.2143,-0.018261,-0.026512,0.97624,-0.0654,-0.5807,-0.0067495,0.81146,5.73E-17,3.57E-17,0.20846,0.97803,-0.07406,-0.0042837,-0.13782,0.98768,0,0,0,1,0,0,0,1,-0.077604,-0.061214,-0.052748,0.9937,-0.51979,4.54E-17,2.11E-17,0.8543,-0.052961,0.021108,-0.10326,0.99302,0.032597,2.83E-17,-1.64E-17,0.99947,0.23657,0.0071775,0.0012556,0.97159,-0.22888,6.96E-17,-1.59E-16,0.97345,0.015237,-0.23391,0.060408,0.97026,0.015096,6.04E-17,2.00E-17,0.99989
-94.898,33.508,176.74,0.68567,0.052752,-0.14871,0.7106,-0.025579,-0.038797,0.0013373,0.99892,-0.013716,-0.024848,-0.0021424,0.99959,-0.016357,-0.084988,0.007811,0.99622,-0.0066096,-0.0028215,0.016984,0.99983,-0.032014,0.00055074,0.048547,0.99831,0.10157,0.048449,0.31286,0.94311,-0.090362,0.17136,-0.027423,0.98067,-0.20956,0.4754,-0.02151,0.85418,-5.36E-17,-6.95E-17,-0.55851,0.8295,-0.083551,-0.025133,0.20605,0.97464,0,0,0,1,0,0,0,1,-0.21431,-0.015076,-0.023726,0.97636,-0.061976,-0.57911,-0.00058582,0.81289,2.31E-17,-2.45E-17,0.21015,0.97767,-0.06688,0.0034319,-0.13471,0.98862,0,0,0,1,0,0,0,1,-0.058782,-0.066161,-0.051669,0.99473,-0.54942,1.63E-17,5.88E-18,0.83555,-0.057759,0.033913,-0.09539,0.99318,-0.0014094,5.55E-17,8.60E-18,1,0.23298,0.0011602,0.0011309,0.97248,-0.24272,4.37E-17,-1.40E-16,0.9701,0.028439,-0.2236,0.062805,0.97224,0.021878,1.82E-17,1.95E-17,0.99976
-94.757,33.532,177.29,0.68659,0.057481,-0.14916,0.70925,-0.027739,-0.041802,0.0018108,0.99874,-0.014402,-0.025624,-0.0022115,0.99957,-0.016382,-0.085859,0.0088194,0.99613,-0.006586,-0.0033951,0.017209,0.99982,-0.033376,0.0016118,0.049397,0.99822,0.1033,0.049273,0.31324,0.94275,-0.089054,0.17231,-0.028415,0.9806,-0.21118,0.47903,-0.021579,0.85174,-1.57E-16,-2.68E-16,-0.54498,0.83845,-0.081191,-0.025252,0.20773,0.97448,0,0,0,1,0,0,0,1,-0.21373,-0.011648,-0.020774,0.9766,-0.057097,-0.5775,0.0034524,0.81438,6.37E-17,-3.35E-17,0.21341,0.97696,-0.06372,0.0076378,-0.13471,0.9888,0,0,0,1,0,0,0,1,-0.03981,-0.069241,-0.049136,0.99559,-0.5769,4.15E-17,4.66E-18,0.81681,-0.052241,0.029124,-0.082742,0.99477,0.00048171,5.55E-17,1.04E-17,1,0.22777,-0.0034268,0.0030358,0.9737,-0.25279,4.91E-17,-1.28E-16,0.96752,0.038869,-0.21585,0.059008,0.97387,0.02143,4.25E-17,2.17E-17,0.99977
-94.636,33.581,177.83,0.68704,0.061791,-0.1485,0.70859,-0.029225,-0.044342,0.002219,0.99859,-0.014711,-0.026362,-0.002293,0.99954,-0.016442,-0.086068,0.0098666,0.9961,-0.006725,-0.0033726,0.017263,0.99982,-0.033727,0.0023798,0.050453,0.99815,0.10478,0.047868,0.31454,0.94223,-0.087618,0.17364,-0.028996,0.98048,-0.21307,0.48154,-0.021857,0.84985,-8.21E-17,-1.83E-16,-0.53126,0.84721,-0.076985,-0.026327,0.2076,0.97482,0,0,0,1,0,0,0,1,-0.21255,-0.01023,-0.017626,0.97694,-0.053613,-0.57472,0.0080764,0.81655,2.22E-17,-2.80E-17,0.21656,0.97627,-0.061281,0.013018,-0.13254,0.9892,0,0,0,1,0,0,0,1,-0.019589,-0.071114,-0.045798,0.99622,-0.6022,5.97E-17,7.12E-18,0.79834,-0.036169,0.018983,-0.066946,0.99692,0.0037943,5.57E-17,-5.01E-17,0.99999,0.22163,-0.0068995,0.0037418,0.9751,-0.25934,5.77E-18,-1.52E-16,0.96579,0.048666,-0.2084,0.054935,0.97529,0.020323,9.77E-18,2.45E-17,0.99979
-94.539,33.659,178.35,0.6868,0.06525,-0.14678,0.70888,-0.029697,-0.046323,0.0031093,0.99848,-0.014965,-0.026637,-0.0023195,0.99953,-0.016241,-0.086208,0.011132,0.99608,-0.0068311,-0.0031221,0.017378,0.99982,-0.034475,0.0024732,0.050732,0.99811,0.1046,0.047868,0.31386,0.94248,-0.086265,0.17644,-0.029744,0.98007,-0.21575,0.48187,-0.022874,0.84896,-1.61E-16,-1.63E-16,-0.51809,0.85533,-0.071548,-0.028233,0.20863,0.97497,0,0,0,1,0,0,0,1,-0.21111,-0.010162,-0.014319,0.97731,-0.048852,-0.57148,0.010529,0.81909,3.91E-17,-7.83E-17,0.22186,0.97508,-0.058966,0.018047,-0.13233,0.98929,0,0,0,1,0,0,0,1,0.0031186,-0.071835,-0.041898,0.99653,-0.62449,4.33E-17,1.87E-17,0.78103,-0.018842,0.0099992,-0.052625,0.99839,0.0037891,5.55E-17,-4.99E-18,0.99999,0.215,-0.0088907,0.0041731,0.97656,-0.2625,3.08E-17,-1.38E-16,0.96493,0.056413,-0.20109,0.052782,0.97652,0.021257,4.72E-17,2.36E-17,0.99977
-94.469,33.756,178.88,0.68648,0.066754,-0.14469,0.70948,-0.029968,-0.047782,0.0037506,0.9984,-0.015177,-0.026476,-0.0022346,0.99953,-0.015878,-0.085116,0.013435,0.99615,-0.0067818,-0.0029966,0.01766,0.99982,-0.035094,0.0023356,0.050695,0.99809,0.10363,0.047592,0.31293,0.94291,-0.086142,0.17955,-0.029885,0.97952,-0.21826,0.48156,-0.0249,0.84844,-1.94E-16,-2.74E-16,-0.5042,0.86358,-0.0664,-0.027896,0.20941,0.97517,0,0,0,1,0,0,0,1,-0.21056,-0.011051,-0.013116,0.97743,-0.043236,-0.56701,0.015182,0.82244,-1.29E-18,5.55E-17,0.22733,0.97382,-0.06018,0.020531,-0.13269,0.98912,0,0,0,1,0,0,0,1,0.025968,-0.070672,-0.035286,0.99654,-0.64277,6.25E-17,3.81E-17,0.76606,-0.0025774,-0.0028885,-0.03877,0.99924,0.0050012,2.76E-17,3.14E-17,0.99999,0.20759,-0.0091117,0.0052803,0.97816,-0.26289,3.35E-17,-1.67E-16,0.96483,0.062698,-0.19603,0.049924,0.97732,0.018472,4.39E-17,2.51E-17,0.99983
-94.41,33.873,179.41,0.68651,0.068168,-0.14179,0.7099,-0.031088,-0.04847,0.004225,0.99833,-0.015721,-0.026435,-0.0021307,0.99952,-0.014574,-0.083785,0.016152,0.99625,-0.006441,-0.0026978,0.017865,0.99982,-0.035578,0.0022154,0.050827,0.99807,0.10289,0.046062,0.31151,0.94353,-0.086024,0.18243,-0.029538,0.979,-0.22198,0.48101,-0.026756,0.84773,-3.47E-17,-5.14E-17,-0.49087,0.87124,-0.060738,-0.028814,0.20933,0.97553,0,0,0,1,0,0,0,1,-0.2096,-0.012832,-0.012124,0.97763,-0.039597,-0.5621,0.01917,0.8259,3.76E-17,-8.05E-17,0.23553,0.97187,-0.060898,0.024412,-0.13353,0.98887,0,0,0,1,0,0,0,1,0.048215,-0.068842,-0.02876,0.99605,-0.6573,5.85E-18,1.33E-17,0.75363,0.011398,-0.016577,-0.029432,0.99936,0.0068251,6.95E-17,-2.03E-17,0.99998,0.19795,-0.0083888,0.0035101,0.98017,-0.26003,1.24E-17,-1.54E-16,0.9656,0.068097,-0.19178,0.049398,0.97782,0.01802,1.98E-17,2.29E-17,0.99984
-94.379,34.002,179.94,0.6868,0.068452,-0.13769,0.7104,-0.03163,-0.048501,0.0049712,0.99831,-0.01638,-0.026163,-0.0020034,0.99952,-0.013555,-0.081785,0.018251,0.99639,-0.0061797,-0.0021128,0.018021,0.99982,-0.036471,0.0022133,0.050647,0.99805,0.10237,0.044812,0.31034,0.94403,-0.084801,0.1845,-0.02941,0.97873,-0.22562,0.48151,-0.027154,0.84646,-1.51E-16,-1.29E-16,-0.47779,0.87848,-0.05426,-0.03162,0.20798,0.97612,0,0,0,1,0,0,0,1,-0.20917,-0.014559,-0.010963,0.97771,-0.035327,-0.5575,0.02375,0.82908,4.88E-17,-3.37E-17,0.24314,0.96999,-0.061735,0.02935,-0.13304,0.98875,0,0,0,1,0,0,0,1,0.069849,-0.065095,-0.021383,0.9952,-0.66827,4.11E-17,3.61E-19,0.74392,0.024312,-0.026789,-0.022758,0.99909,0.006339,6.94E-17,-6.50E-18,0.99998,0.18736,-0.005494,0.0014335,0.98227,-0.25552,2.67E-17,-1.43E-16,0.9668,0.07242,-0.19021,0.049566,0.97781,0.016425,2.33E-17,2.29E-17,0.99987
