0.000,0.8
0.000,2.4
0.000,4.0
0.000,5.6
0.000,7.2
0.000,8.8
0.000,10.4
0.000,12.0
0.000,13.6
0.000,15.2
0.000,16.8
0.000,18.4
0.000,20.0
0.000,21.6
0.000,23.2
0.000,24.8
0.000,26.4
0.000,28.0
0.000,29.6
0.000,31.2
0.000,32.8
0.000,34.4
0.000,36.0
0.490,37.6
0.486,39.2
0.491,40.8
0.492,42.4
0.000,44.0
